pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,habitability_score
LTT 3780 c,LTT 3780,0,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,12.2519,0.0028,-0.003,0.0,0.07673,0.00075,-0.00077,0.0,2.3,0.16,-0.15,0.0,0.20519226,0.01427424,-0.0133821,0.0,8.6,1.6,-1.3,0.0,0.02705849,0.00503414,-0.00409024,0.0,Mass,0.06,0.15,-0.14,0.0,2.63,0.56,-0.48,0.0,353.0,18.0,-18.0,0.0,0.0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331.0,157.0,-157.0,0.0,0.374,0.011,-0.011,0.0,0.401,0.012,-0.012,0.0,0.28,0.11,-0.13,0.0,[Fe/H],4.896,0.029,-0.029,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,0.0403,-0.0402,13.14,0.035,-0.035,8.204001,0.021,-0.021,11.8465,0.000477,-0.000477,2020-05-28,2020-07,2020-06-04,89.88799431980851
TOI-1266 b,TOI-1266,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=STEF_AACUTE_NSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..259S/abstract target=ref>Stef&aacute;nsson et al. 2020</a>,10.894879,7e-05,-7e-05,0.0,0.0745,0.0046,-0.0069,0.0,2.458,0.083,-0.073,0.0,0.21928845,0.00740478,-0.00651263,0.0,15.9,,,1.0,0.05002699,,,1.0,Mass,0.0,,,0.0,4.72,1.0,-0.66,0.0,410.0,21.0,-15.0,0.0,1.0,<a refstr=STEF_AACUTE_NSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..259S/abstract target=ref>Stef&aacute;nsson et al. 2020</a>,M2 V,3573.0,35.0,-38.0,0.0,0.4232,0.0077,-0.0079,0.0,0.437,0.021,-0.021,0.0,-0.08,0.13,-0.1,0.0,[Fe/H],4.826,0.02,-0.021,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249,2022-01-10,2020-12,2022-01-10,89.88758058584466
TRAPPIST-1 f,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,9.20669,1.5e-05,-1.5e-05,0.0,0.0371,0.0011,-0.0011,0.0,1.045,0.038,-0.038,0.0,0.09322866,0.00339013,-0.00339013,0.0,0.68,0.18,-0.18,0.0,0.00213951,0.00056634,-0.00056634,0.0,Mass,0.063,,,1.0,0.382,0.03,-0.03,0.0,219.0,4.2,-4.2,0.0,1.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,50.0,-50.0,0.0,0.117,0.0036,-0.0036,0.0,0.0802,0.0073,-0.0073,0.0,0.04,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2017-02-17,2017-02,2017-02-22,89.87522297803226
K2-136 c,K2-136,1,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,17.30713,0.00027,-0.00027,0.0,0.1185,0.002,-0.0021,0.0,3.0,0.13,-0.13,0.0,0.26764253,0.01159784,-0.01159784,0.0,18.1,1.9,-1.8,0.0,0.05694897,0.00597807,-0.00566343,0.0,Mass,0.047,0.062,-0.034,0.0,11.91,0.57,-0.53,0.0,470.0,,,0.0,0.0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500.0,125.0,-75.0,0.0,0.677,0.027,-0.027,0.0,0.742,0.039,-0.038,0.0,-0.02,0.08,-0.08,0.0,[M/H],4.68,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,2023-04-10,2023-04,2023-04-10,89.87417366757562
L 98-59 d,L 98-59,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250709343C/abstract target=ref>Cadieux et al. 2025</a>,7.450729,2e-06,-2e-06,0.0,0.0494,0.0016,-0.0016,0.0,1.627,0.041,-0.041,0.0,0.14515147,0.00365778,-0.00365778,0.0,1.64,0.07,-0.07,0.0,0.00516002,0.00022024,-0.00022024,0.0,Mass,0.006,0.007,-0.004,0.0,4.97,0.52,-0.52,0.0,416.0,9.0,-9.0,0.0,1.0,<a refstr=CADIEUX_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250709343C/abstract target=ref>Cadieux et al. 2025</a>,M3 V,3415.0,60.0,-60.0,0.0,0.3155,0.0062,-0.0062,0.0,0.2923,0.0067,-0.0067,0.0,-0.46,0.26,-0.26,0.0,[Fe/H],4.91,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765,2025-07-29,2025-07,2025-07-29,89.85770425825586
TOI-2136 b,TOI-2136,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,7.851928,1.8e-05,-1.6e-05,0.0,0.057,0.006,-0.006,0.0,2.19,0.17,-0.17,0.0,0.19537905,0.01516641,-0.01516641,0.0,6.37,2.45,-2.29,0.0,0.02004226,0.00770856,-0.00720515,0.0,Mass,0.0,,,0.0,4.0,2.1,-1.5,0.0,395.0,24.0,-22.0,0.0,0.0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,M4.5 V,3342.0,100.0,-100.0,0.0,0.34,0.02,-0.02,0.0,0.34,0.02,-0.02,0.0,0.03,0.07,-0.07,0.0,[Fe/H],4.91,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631,0.06425,-0.06425,14.32,0.2,-0.2,9.343,0.022,-0.022,12.9643,0.000916,-0.000916,2022-07-12,2022-08,2022-07-12,89.84716810283143
TOI-2136 b,TOI-2136,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220409063B/abstract target=ref>Beard et al. 2022</a>,7.85191,4e-05,-4e-05,0.0,0.054,0.001,-0.001,0.0,2.09,0.08,-0.08,0.0,0.18645763,0.00713713,-0.00713713,0.0,15.0,,,1.0,0.04719528,,,1.0,Mass,0.0,,,0.0,4.4,0.2,-0.2,0.0,403.0,5.0,-5.0,0.0,0.0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220409063B/abstract target=ref>Beard et al. 2022</a>,,3366.0,39.0,-41.0,0.0,0.335,0.009,-0.009,0.0,0.34,0.02,-0.02,0.0,-0.02,0.07,-0.03,0.0,[Fe/H],4.92,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631,0.06425,-0.06425,14.32,0.2,-0.2,9.343,0.022,-0.022,12.9643,0.000916,-0.000916,2022-05-09,2022-04,2022-05-09,89.8457035982618
TOI-1231 b,TOI-1231,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.245586,6.4e-05,-6.6e-05,0.0,0.1288,0.0021,-0.0022,0.0,3.65,0.16,-0.15,0.0,0.32563175,0.01427427,-0.01338213,0.0,15.4,3.3,-3.3,0.0,0.04845382,0.01038296,-0.01038296,0.0,Mass,0.087,0.12,-0.061,0.0,1.93,0.1,-0.1,0.0,329.6,3.8,-3.7,0.0,0.0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,M3 V,3553.0,51.0,-52.0,0.0,0.476,0.015,-0.014,0.0,0.485,0.024,-0.024,0.0,0.041,0.069,-0.063,0.0,[Fe/H],4.767,0.033,-0.035,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m59.34s,156.74726,-52d28m04.34s,-52.4678724,27.6227,0.0609,-0.0609,12.36,0.2,-0.2,8.069,0.026,-0.026,11.36,0.000922,-0.000922,2021-11-09,2021-09,2021-11-09,89.840186802289
TOI-1260 d,TOI-1260,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.608164,8.3e-05,-8.3e-05,0.0,0.1116,0.0033,-0.0033,0.0,3.12,0.08,-0.08,0.0,0.27834824,0.00713713,-0.00713713,0.0,11.84,7.79,-7.79,0.0,0.03725281,0.02451008,-0.02451008,0.0,Mass,0.0,,,0.0,10.32,0.07,-0.07,0.0,499.0,14.0,-14.0,0.0,0.0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.0,85.0,-85.0,0.0,0.672,0.01,-0.01,0.0,0.679,0.095,-0.057,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.57,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,2022-12-17,2022-12,2022-12-17,89.83314858226954
Kepler-102 f,Kepler-102,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,27.453592,6e-05,-6e-05,0.0,0.1656,0.0015,-0.0015,0.0,0.861,0.022,-0.022,0.0,0.07681341,0.00196271,-0.00196271,0.0,4.3,,,1.0,0.01352931,,,1.0,Mass,0.1,,,1.0,10.0,1.0,-1.0,0.0,495.0,11.0,-11.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4909.0,98.0,-98.0,0.0,0.724,0.018,-0.018,0.0,0.803,0.021,-0.021,0.0,0.11,0.04,-0.04,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,0.22,-0.219,12.072,0.027,-0.027,9.351,0.011,-0.011,11.4784,0.000248,-0.000248,2023-04-17,2023-04,2023-04-17,89.83072620940982
LP 791-18 c,LP 791-18,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,4.9899093,7.4e-06,-7.2e-06,0.0,0.02961,0.00035,-0.00036,0.0,2.438,0.096,-0.096,0.0,0.21750417,0.00856456,-0.00856456,0.0,7.1,0.7,-0.7,0.0,0.0223391,0.00220245,-0.00220245,0.0,Mass,8e-05,4e-05,-4e-05,0.0,2.637,0.066,-0.062,0.0,324.4,2.0,-1.9,0.0,0.0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,M(6.1 +/- 0.7) V,2960.0,55.0,-55.0,0.0,0.182,0.007,-0.007,0.0,0.139,0.005,-0.005,0.0,-0.09,0.19,-0.19,0.0,[Fe/H],5.115,0.094,-0.094,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927,0.064,-0.0638,16.91,0.2,-0.2,10.644,0.023,-0.023,15.0715,0.001324,-0.001324,2023-05-14,2023-05,2023-05-14,89.80401283537853
LP 791-18 d,LP 791-18,1,1,3,Transit,2023,Spitzer Space Telescope,Published Confirmed,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,2.753436,1.3e-05,-1.3e-05,0.0,0.01992,0.00024,-0.00024,0.0,1.032,0.044,-0.043,0.0,0.09206903,0.00392542,-0.00383621,0.0,0.9,0.5,-0.4,0.0,0.00283172,0.00157318,-0.00125854,0.0,Mass,0.0015,0.00014,-0.00014,0.0,5.83,0.15,-0.14,0.0,395.5,2.6,-2.3,0.0,1.0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,M(6.1 +/- 0.7) V,2960.0,55.0,-55.0,0.0,0.182,0.007,-0.007,0.0,0.139,0.005,-0.005,0.0,-0.09,0.19,-0.19,0.0,[Fe/H],5.115,0.094,-0.094,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927,0.064,-0.0638,16.91,0.2,-0.2,10.644,0.023,-0.023,15.0715,0.001324,-0.001324,2023-05-14,2023-05,2023-05-14,89.76105329805468
G 9-40 b,G 9-40,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,5.7459982,2e-06,-2e-06,0.0,0.0418,0.00064,-0.00064,0.0,1.9,0.065,-0.065,0.0,0.16950694,0.00579892,-0.00579892,0.0,4.0,0.63,-0.63,0.0,0.01258541,0.0019822,-0.0019822,0.0,Mass,0.0,,,0.0,6.27,0.19,-0.19,0.0,440.6,7.6,-7.6,0.0,0.0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,,3395.0,51.0,-51.0,0.0,0.3026,0.0095,-0.0095,0.0,0.2952,0.0136,-0.0136,0.0,-0.07,0.16,-0.16,0.0,[Fe/H],4.84,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276,0.0451,-0.045,13.821,0.044,-0.044,9.19,0.018,-0.018,12.7331,0.00044,-0.00044,2024-10-22,2022-10,2024-10-22,89.75894771024495
HD 73583 c,HD 73583,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,18.87974,0.00086,-0.00074,0.0,0.1242,0.0055,-0.0054,0.0,2.39,0.1,-0.09,0.0,0.21322189,0.00892142,-0.00802928,0.0,9.7,1.8,-1.7,0.0,0.03051961,0.00566343,-0.0053488,0.0,Mass,0.08,0.11,-0.06,0.0,10.2,1.2,-1.1,0.0,498.0,15.0,-15.0,0.0,0.0,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,K4 V,4511.0,110.0,-110.0,0.0,0.65,0.02,-0.02,0.0,0.73,0.02,-0.02,0.0,0.0,0.09,-0.09,0.0,[Fe/H],4.62,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,31.5666,0.0321,-0.032,9.67,0.03,-0.03,6.948,0.024,-0.024,9.27033,0.00048,-0.00048,2022-03-16,2021-10,2022-03-16,89.73827942003481
G 9-40 b,G 9-40,0,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,5.746007,6e-06,-6e-06,0.0,0.0385,0.0078,-0.0053,0.0,2.025,0.096,-0.097,0.0,0.1806584,0.00856455,-0.00865376,0.0,11.7,,,1.0,0.03681232,,,1.0,Mass,0.0,,,0.0,7.2,2.5,-2.2,0.0,456.0,35.0,-40.0,0.0,0.0,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,M2.5 V,3348.0,32.0,-32.0,0.0,0.3073,0.0059,-0.0061,0.0,0.29,0.02,-0.02,0.0,0.04,0.1,-0.11,0.0,[Fe/H],4.926,0.027,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276,0.0451,-0.045,13.821,0.044,-0.044,9.19,0.018,-0.018,12.7331,0.00044,-0.00044,2023-02-25,2020-03,2023-02-25,89.7301162741844
HD 136352 c,HD 136352,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,27.5909,0.0028,-0.0031,0.0,0.1729,0.0034,-0.003,0.0,2.608,0.078,-0.077,0.0,0.23267018,0.00695869,-0.00686948,0.0,11.29,0.73,-0.69,0.0,0.03552213,0.00229683,-0.00217097,0.0,Mass,0.037,0.039,-0.026,0.0,36.0,3.0,-3.0,0.0,682.0,14.0,-13.0,0.0,0.0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,100.0,-100.0,0.0,1.012,0.018,-0.018,0.0,0.906,0.055,-0.047,0.0,-0.25,0.12,-0.12,0.0,[Fe/H],4.385,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2020-12-10,2020-09,2020-12-17,89.726894438272
HD 136352 c,HD 136352,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,27.59221,0.00011,-0.00011,0.0,0.1721,0.005,-0.005,0.0,2.916,0.075,-0.073,0.0,0.26014854,0.00669106,-0.00651263,0.0,11.24,0.65,-0.63,0.0,0.03536499,0.00204513,-0.0019822,0.0,Mass,0.0,,,0.0,35.1,2.3,-2.1,0.0,677.0,11.0,-11.0,0.0,0.0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.0,61.0,-61.0,0.0,1.058,0.019,-0.019,0.0,0.87,0.04,-0.04,0.0,-0.24,0.05,-0.05,0.0,[M/H],4.39,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2021-08-09,2021-06,2021-08-09,89.71476647307706
HD 23472 b,HD 23472,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,17.667087,4.2e-05,-4.2e-05,0.0,0.1162,0.0018,-0.0018,0.0,2.0,0.11,-0.1,0.0,0.17842836,0.00981356,-0.00892142,0.0,8.32,0.78,-0.79,0.0,0.02617765,0.00245415,-0.00248562,0.0,Mass,0.072,0.039,-0.04,0.0,16.0,1.8,-1.6,0.0,543.0,18.0,-18.0,0.0,0.0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684.0,99.0,-99.0,0.0,0.71,0.02,-0.02,0.0,0.67,0.03,-0.03,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],4.53,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,9.73,0.03,-0.03,7.207,0.023,-0.023,9.38476,0.000227,-0.000227,2022-10-03,2022-09,2022-10-03,89.71338774574657
LHS 1140 c,LHS 1140,1,1,2,Transit,2018,Multiple Observatories,Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,3.77794,2e-06,-2e-06,0.0,0.027,0.0005,-0.0005,0.0,1.272,0.026,-0.026,0.0,0.11348043,0.00231957,-0.00231957,0.0,1.91,0.06,-0.06,0.0,0.00600953,0.00018878,-0.00018878,0.0,Mass,0.05,,,1.0,5.3,0.4,-0.4,0.0,422.0,7.0,-7.0,0.0,0.0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,M4.5 V,3096.0,48.0,-48.0,0.0,0.2159,0.003,-0.003,0.0,0.1844,0.0045,-0.0045,0.0,-0.15,0.09,-0.09,0.0,[Fe/H],5.041,0.016,-0.016,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,14.9861,0.0153,-0.0152,14.15,0.062,-0.062,8.821,0.024,-0.024,12.6706,0.000356,-0.000356,2024-03-04,2024-01,2024-03-04,89.70305685089241
TOI-2136 b,TOI-2136,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAWAUCHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220210182K/abstract target=ref>Kawauchi et al. 2022</a>,7.851925,1.6e-05,-1.6e-05,0.0,0.0533,0.0015,-0.0015,0.0,2.2,0.07,-0.07,0.0,0.19627119,0.00624499,-0.00624499,0.0,4.7,3.1,-2.6,0.0,0.01478785,0.00975369,-0.00818051,0.0,Mass,0.07,0.09,-0.05,0.0,4.82,0.72,-0.72,0.0,378.0,13.0,-13.0,0.0,0.0,<a refstr=KAWAUCHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220210182K/abstract target=ref>Kawauchi et al. 2022</a>,,3373.0,108.0,-108.0,0.0,0.344,0.0099,-0.0099,0.0,0.3272,0.0082,-0.0082,0.0,0.02,0.14,-0.14,0.0,[Fe/H],4.881,0.026,-0.026,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631,0.06425,-0.06425,14.32,0.2,-0.2,9.343,0.022,-0.022,12.9643,0.000916,-0.000916,2022-07-18,2022-02,2022-07-18,89.70137739677305
