pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,habitability_score
TOI-700 d,TOI-700,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..117R/abstract target=ref>Rodriguez et al. 2020</a>,37.42475,0.00036,-0.0004,0.0,0.1633,0.0026,-0.0027,0.0,1.144,0.062,-0.061,0.0,0.10206084,0.00553127,-0.00544206,0.0,,,,,,,,,,0.111,0.14,-0.078,0.0,0.852,0.103,-0.096,0.0,268.8,7.7,-7.6,0.0,0.0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..117R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.0,66.0,-66.0,0.0,0.424,0.017,-0.017,0.0,0.415,0.02,-0.02,0.0,-0.07,0.11,-0.11,0.0,[Fe/H],4.802,0.038,-0.039,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265,0.0206,-0.0206,13.151,0.069,-0.069,8.634,0.023,-0.023,12.0665,0.000478,-0.000478,2020-07-17,2020-09,2020-07-23,68.48864972213055
TOI-6255 b,TOI-6255,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..101D/abstract target=ref>Dai et al. 2024</a>,0.23818244,1.2e-07,-1.2e-07,0.0,,,,,1.079,0.065,-0.065,0.0,0.0962621,0.00579892,-0.00579892,0.0,1.44,0.14,-0.14,0.0,0.00453075,0.00044049,-0.00044049,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DAI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..101D/abstract target=ref>Dai et al. 2024</a>,,3421.0,70.0,-70.0,0.0,0.37,0.011,-0.011,0.0,0.353,0.015,-0.015,0.0,-0.14,0.09,-0.09,0.0,[Fe/H],4.85,0.044,-0.044,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h06m00.76s,331.5031606,+39d17m55.78s,39.2988284,20.3167,0.0236,-0.0236,12.747,0.052,-0.052,8.071,0.02,-0.02,11.6345,0.000929,-0.000929,2024-08-16,2024-09,2024-08-16,68.45247165761201
PH2 b,PH2,0,1,1,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,282.5253558,0.0001219,-0.0001219,0.0,0.836,,,0.0,8.98,1.31,-0.47,0.0,0.80114332,0.11687057,-0.04193066,0.0,,,,,,,,,,0.0,,,0.0,1.15,0.47,-0.2,0.0,264.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5725.0,102.0,-113.0,0.0,0.913,0.133,-0.048,0.0,0.974,0.054,-0.074,0.0,0.0,0.15,-0.15,0.0,[Fe/H],4.506,0.038,-0.113,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m03.27s,289.7636212,+51d57m45.66s,51.962683,343.863,3.631,-3.557,12.645,0.046,-0.046,11.116,0.022,-0.022,12.5811,0.000185,-0.000185,2017-05-08,2017-08-31 00:00,2017-05-08,68.44043685662588
Kepler-22 b,Kepler-22,0,1,1,Transit,2011,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,289.864456,0.001289,-0.001289,0.0,0.8489,,,0.0,2.17,0.05,-0.04,0.0,0.19359477,0.00446071,-0.00356857,0.0,,,,,,,,,,0.0,,,0.0,1.21,0.09,-0.09,0.0,267.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5642.0,50.0,-50.0,0.0,0.979,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,-0.27,0.08,-0.08,0.0,[Fe/H],4.443,0.028,-0.028,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239,2015-08-25,2015-09-24,2015-08-25,68.25950497979821
Kepler-22 b,Kepler-22,0,1,1,Transit,2011,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,289.864456,0.001289,-0.001289,0.0,0.8489,,,0.0,2.17,0.05,-0.04,0.0,0.19359477,0.00446071,-0.00356857,0.0,,,,,,,,,,0.0,,,0.0,1.21,0.09,-0.09,0.0,267.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5642.0,50.0,-50.0,0.0,0.979,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,-0.27,0.08,-0.08,0.0,[Fe/H],4.443,0.028,-0.028,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239,2014-11-21,2014-12-18,2014-11-21,68.25950497979821
Kepler-22 b,Kepler-22,0,1,1,Transit,2011,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,289.864456,0.001289,-0.001289,0.0,0.8489,,,0.0,2.17,0.05,-0.04,0.0,0.19359477,0.00446071,-0.00356857,0.0,,,,,,,,,,0.0,,,0.0,1.21,0.09,-0.09,0.0,267.0,,,0.0,0.0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5642.0,50.0,-50.0,0.0,0.979,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,-0.27,0.08,-0.08,0.0,[Fe/H],4.443,0.028,-0.028,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239,2014-11-18,2014-12-04,2014-11-18,68.25950497979821
EPIC 201757695.02,EPIC 201757695,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,2.0478,0.0001,-0.0001,0.0,0.0296,0.0005,-0.0005,0.0,0.90819,0.05861,-0.06401,0.0,0.08102328,0.00522883,-0.00571059,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,4520.0,108.0,-54.0,0.0,0.655,0.041,-0.045,0.0,0.727,0.044,-0.053,0.0,-0.003,0.12,-0.3,0.0,[Fe/H],4.659,0.035,-0.025,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,,,,14.974,0.137,-0.137,12.149,0.026,-0.026,,,,2020-11-13,2020-08,2020-11-19,68.21103607398538
Kepler-395 c,Kepler-395,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=DRESSING___CHARBONNEAU_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...807...45D/abstract target=ref>Dressing & Charbonneau 2015</a>,34.98870981,0.00362,-0.00225,0.0,,,,,0.96,0.17,-0.15,0.0,0.08564546,0.01516638,-0.0133821,0.0,,,,,,,,,,,,,,1.17,0.62,-0.38,0.0,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3897.0,157.0,-157.0,0.0,0.644287,0.02102,-0.02102,0.0,0.622827,0.021315,-0.021315,0.0,,,,,,4.61428,0.013479,-0.013479,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m02.69s,293.5111889,+45d08m11.85s,45.1366252,421.382,8.0905,-8.0905,16.5919,0.046,-0.046,12.948,0.03,-0.03,15.9585,0.000809,-0.000809,2015-11-18,2015-07,2015-11-19,68.08960354482933
Wolf 1069 b,Wolf 1069,1,1,1,Radial Velocity,2023,Calar Alto Observatory,Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..84K/abstract target=ref>Kossakowski et al. 2023</a>,15.564,0.015,-0.015,0.0,0.0672,0.0014,-0.0014,0.0,,,,,,,,,1.26,0.21,-0.21,0.0,0.0039644,0.00066073,-0.00066073,0.0,Msini,,,,,0.652,0.029,-0.027,0.0,250.1,6.6,-6.5,0.0,0.0,<a refstr=KOSSAKOWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..84K/abstract target=ref>Kossakowski et al. 2023</a>,M5.0 V,3158.0,54.0,-54.0,0.0,0.1813,0.0063,-0.0063,0.0,0.167,0.011,-0.011,0.0,0.07,0.19,-0.19,0.0,[Fe/H],4.93,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h26m05.82s,306.5242477,+58d34m31.10s,58.5753044,9.58341,0.00485,-0.00485,13.993,0.049,-0.049,8.095,0.021,-0.021,12.3653,0.000435,-0.000435,2023-02-25,2023-02,2023-02-25,68.00851496891023
GJ 1252 b,GJ 1252,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.5182331,8.4e-06,-8.4e-06,0.0,,,,,1.193,0.074,-0.074,0.0,0.10643251,0.00660185,-0.00660185,0.0,1.32,0.28,-0.28,0.0,0.00415318,0.00088098,-0.00088098,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458.0,140.0,-133.0,0.0,0.391,0.02,-0.02,0.0,0.381,0.019,-0.019,0.0,0.1,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.373,0.0192,-0.0192,12.68,0.2,-0.2,7.915,0.023,-0.023,11.2364,0.000806,-0.000806,2023-07-10,2022-09,2023-07-10,67.96710559638758
TRAPPIST-1 e,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,6.101013,3.5e-05,-3.5e-05,0.0,0.02925,0.0025,-0.0025,0.0,0.92,0.013,-0.012,0.0,0.08207704,0.00115978,-0.00107057,0.0,0.692,0.022,-0.022,0.0,0.00217728,6.922e-05,-6.922e-05,0.0,Mass,,,,,0.646,0.025,-0.025,0.0,,,,,1.0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.1192,0.0013,-0.0013,0.0,0.0898,0.0023,-0.0023,0.0,,,,,,5.2396,0.0056,-0.0073,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2022-11-14,2021-02,2022-11-14,67.91916774144026
YZ Cet c,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,3.06008,0.00022,-0.00022,0.0,0.0209,0.0007,-0.0007,0.0,,,,,,,,,0.98,0.14,-0.14,0.0,0.00308341,0.00044049,-0.00044049,0.0,Msini,0.04,0.11,-0.11,0.0,,,,,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4.5,3056.0,60.0,-60.0,0.0,0.168,0.009,-0.009,0.0,0.13,0.013,-0.013,0.0,-0.26,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,,,,,,,10.4294,0.000576,-0.000576,2017-08-22,2017-09,2017-08-24,67.70401898740477
K2-3 d,K2-3,0,1,3,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,44.5609,0.0052,-0.0052,0.0,0.1833,0.0086,-0.0086,0.0,0.96,0.14,-0.14,0.0,0.08564546,0.01248996,-0.01248996,0.0,,,,,,,,,,,,,,0.8,0.24,-0.24,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3841.0,82.0,-82.0,0.0,0.371,0.05,-0.05,0.0,0.414,0.058,-0.058,0.0,,,,,,4.906,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2016-09,2016-07-18,67.51487684940591
Kepler-438 b,Kepler-438,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,35.2330694,0.0002705,-0.0002705,0.0,0.1729,,,0.0,0.97,0.06,-0.07,0.0,0.08653775,0.00535285,-0.00624499,0.0,,,,,,,,,,0.0,,,0.0,1.62,0.37,-0.34,0.0,288.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3749.0,75.0,-84.0,0.0,0.524,0.033,-0.037,0.0,0.554,0.028,-0.043,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.743,0.033,-0.033,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,15.104,0.252,-0.252,11.199,0.02,-0.02,14.4852,0.001258,-0.001258,2017-05-08,2017-08-31 00:00,2017-05-08,67.47851313983938
Kepler-446 c,Kepler-446,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,3.036179,5.5e-06,-5.5e-06,0.0,,,,,1.11,0.18,-0.18,0.0,0.1,0.02,-0.02,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3359.0,60.0,-60.0,0.0,0.24,0.04,-0.04,0.0,0.22,0.05,-0.05,0.0,-0.3,0.12,-0.12,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.921002,96.339,0.5141,-0.5087,17.5041,0.0472,-0.0472,12.827,0.024,-0.024,16.3101,0.00078,-0.00078,2015-01-14,2015-03,2015-01-14,67.44197514009156
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,5.59931973,,,0.0,0.0586170065,,,0.0,1.112,0.035,-0.035,0.0,0.09920617,0.0031225,-0.0031225,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.857,0.0275,-0.0275,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.575,2.344,-2.312,11.775,0.024,-0.024,10.535,0.021,-0.021,11.78,0.000175,-0.000175,2024-02-21,2024-01,2024-02-21,67.3539540678228
Kepler-438 b,Kepler-438,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,35.23319,0.00025,-0.00029,0.0,0.166,0.051,-0.042,0.0,1.12,0.16,-0.17,0.0,0.1,0.01,-0.02,0.0,,,,,,,,,,0.03,0.1,-0.03,-1.0,1.4,0.67,-0.77,0.0,,,,,0.0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,3748.0,112.0,-112.0,0.0,0.52,0.038,-0.061,0.0,0.544,0.041,-0.061,0.0,0.16,0.14,-0.14,0.0,[Fe/H],4.74,0.059,-0.029,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,15.104,0.252,-0.252,11.199,0.02,-0.02,14.4852,0.001258,-0.001258,2015-01-06,2015-02,2015-01-06,67.3219329107187
HD 191939 g,HD 191939,1,1,6,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,284.0,10.0,-8.0,0.0,0.812,0.028,-0.028,0.0,,,,,,,,,13.5,2.0,-2.0,0.0,0.04247575,0.0062927,-0.0062927,0.0,Msini,0.03,0.025,-0.011,0.0,0.99,0.08,-0.08,0.0,278.0,6.0,-6.0,0.0,0.0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,2022-11-14,2022-11,2022-11-14,67.01755542255326
TRAPPIST-1 f,TRAPPIST-1,0,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,9.20669,1.5e-05,-1.5e-05,0.0,0.0371,0.0011,-0.0011,0.0,1.045,0.038,-0.038,0.0,0.09322866,0.00339013,-0.00339013,0.0,0.68,0.18,-0.18,0.0,0.00213951,0.00056634,-0.00056634,0.0,Mass,0.063,,,1.0,0.382,0.03,-0.03,0.0,219.0,4.2,-4.2,0.0,1.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559.0,50.0,-50.0,0.0,0.117,0.0036,-0.0036,0.0,0.0802,0.0073,-0.0073,0.0,0.04,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2017-02-17,2017-02,2017-02-22,66.96207080835116
Kepler-296 d,Kepler-296,0,2,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=DRESSING__AMP__CHARBONNEAU_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...767...95D/abstract target=ref>Dressing &amp; Charbonneau 2013</a>,19.85,,,0.0,,,,,0.92,0.21,-0.21,0.0,0.0820769,0.01873495,-0.01873495,0.0,,,,,,,,,,,,,,0.82,0.74,-0.42,0.0,,,,,0.0,<a refstr=DRESSING__AMP__CHARBONNEAU_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...767...95D/abstract target=ref>Dressing &amp; Charbonneau 2013</a>,,3424.0,50.0,-50.0,0.0,0.22,0.05,-0.05,0.0,0.211,0.05,-0.05,0.0,-0.5,0.1,-0.1,0.0,[Fe/H],5.078,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.363,1.133,-1.133,12.6,0.028,-0.028,15.9015,0.003522,-0.003522,2016-03-02,2013-04,2016-03-10,66.79741845166103
TRAPPIST-1 f,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,9.20754,3.2e-05,-3.2e-05,0.0,0.03849,0.00033,-0.00033,0.0,1.045,0.013,-0.012,0.0,0.09322882,0.00115978,-0.00107057,0.0,1.039,0.031,-0.031,0.0,0.00326906,9.754e-05,-9.754e-05,0.0,Mass,,,,,0.373,0.015,-0.014,0.0,,,,,1.0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.1192,0.0013,-0.0013,0.0,0.0898,0.0023,-0.0023,0.0,,,,,,5.2396,0.0056,-0.0073,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,2022-11-14,2021-02,2022-11-14,66.5360236398498
